[Gene ID]	[source_id]	[Gene Name or Symbol]	[Curated GO Processes]	[Curated GO Process IDs]	[EC numbers]	[Organism]	[Computed GO Process IDs]	[Computed GO Processes]	
CNAG_05138	CNAG_05138-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0005975	carbohydrate metabolic process	
CNAG_05139	CNAG_05139-t26_1	UGT1	capsule organization, cell morphogenesis, mating, pathogenesis	GO:0045230, GO:0000902, GO:0007618, GO:0009405	N/A	C. neoformans var. grubii H99	GO:0008643, GO:0015780	carbohydrate transport, nucleotide-sugar transport	
CNAG_05139	CNAG_05139-t26_2	UGT1	capsule organization, cell morphogenesis, mating, pathogenesis	GO:0045230, GO:0000902, GO:0007618, GO:0009405	N/A	C. neoformans var. grubii H99	GO:0008643, GO:0015780	carbohydrate transport, nucleotide-sugar transport	
CNAG_05140	CNAG_05140-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006555, GO:0055114	methionine metabolic process, oxidation-reduction process	
CNAG_05141	CNAG_05141-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0015693	magnesium ion transport	
CNAG_05142	CNAG_05142-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05144	CNAG_05144-t26_1	CAN2	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05145	CNAG_05145-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05146	CNAG_05146-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006351	transcription, DNA-templated	
CNAG_05147	CNAG_05147-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05148	CNAG_05148-t26_1	CXT1	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05149	CNAG_05149-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006783	heme biosynthetic process	
CNAG_05150	CNAG_05150-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085, GO:0006810	transmembrane transport, transport	
CNAG_05151	CNAG_05151-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006364	rRNA processing	
CNAG_05152	CNAG_05152-t26_1	LRO1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006629	lipid metabolic process	
CNAG_05153	CNAG_05153-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_05154	CNAG_05154-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05155	CNAG_05155-t26_1	PTP2	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0016311, GO:0006470	dephosphorylation, protein dephosphorylation	
CNAG_05156	CNAG_05156-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05156	CNAG_05156-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05157	CNAG_05157-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05158	CNAG_05158-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05158	CNAG_05158-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05159	CNAG_05159-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05159	CNAG_05159-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05160	CNAG_05160-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05161	CNAG_05161-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05161	CNAG_05161-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05162	CNAG_05162-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0015991	ATP hydrolysis coupled proton transport	
CNAG_05163	CNAG_05163-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05164	CNAG_05164-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05165	CNAG_05165-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05166	CNAG_05166-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05167	CNAG_05167-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05168	CNAG_05168-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05168	CNAG_05168-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05169	CNAG_05169-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_05170	CNAG_05170-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355	regulation of transcription, DNA-templated	
CNAG_05171	CNAG_05171-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05172	CNAG_05172-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05173	CNAG_05173-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006281, GO:0006284	DNA repair, base-excision repair	
CNAG_05176	CNAG_05176-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05177	CNAG_05177-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006281	DNA repair	
CNAG_05178	CNAG_05178-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05179	CNAG_05179-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05180	CNAG_05180-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05181	CNAG_05181-t26_1	BWC1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0007165	signal transduction	
CNAG_05182	CNAG_05182-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0007050	cell cycle arrest	
CNAG_05183	CNAG_05183-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006508	proteolysis	
CNAG_05184	CNAG_05184-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05185	CNAG_05185-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05185	CNAG_05185-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05186	CNAG_05186-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05187	CNAG_05187-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05188	CNAG_05188-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05188	CNAG_05188-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05189	CNAG_05189-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05190	CNAG_05190-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05191	CNAG_05191-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05192	CNAG_05192-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05193	CNAG_05193-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05194	CNAG_05194-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009107	lipoate biosynthetic process	
CNAG_05195	CNAG_05195-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0016567, GO:0006511	protein ubiquitination, ubiquitin-dependent protein catabolic process	
CNAG_05196	CNAG_05196-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05197	CNAG_05197-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05198	CNAG_05198-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05199	CNAG_05199-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006457	protein folding	
CNAG_05200	CNAG_05200-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009443	pyridoxal 5'-phosphate salvage	
CNAG_05201	CNAG_05201-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006298	mismatch repair	
CNAG_05202	CNAG_05202-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05212	CNAG_05212-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05215	CNAG_05215-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05216	CNAG_05216-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006468	protein phosphorylation	
CNAG_05217	CNAG_05217-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05218	CNAG_05218-t26_1	ACA1	capsule organization, mating, melanin biosynthetic process, pathogenesis, response to antibiotic, response to cadmium ion, response to drug, response to fungicide, response to salt stress, response to sodium dodecyl sulfate	GO:0045230, GO:0007618, GO:0042438, GO:0009405, GO:0046677, GO:0046686, GO:0042493, GO:0060992, GO:0009651, GO:0072706	N/A	C. neoformans var. grubii H99	GO:0007010	cytoskeleton organization	
CNAG_05219	CNAG_05219-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05220	CNAG_05220-t26_1	TLK1	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05221	CNAG_05221-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05222	CNAG_05222-t26_1	NRG1	capsule organization, flocculation, mating, pathogenesis	GO:0045230, GO:0000128, GO:0007618, GO:0009405	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05223	CNAG_05223-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05224	CNAG_05224-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05225	CNAG_05225-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05226	CNAG_05226-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05227	CNAG_05227-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05228	CNAG_05228-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05229	CNAG_05229-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05230	CNAG_05230-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006508	proteolysis	
CNAG_05231	CNAG_05231-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05232	CNAG_05232-t26_1	RPL2	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006412	translation	
CNAG_05233	CNAG_05233-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05234	CNAG_05234-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05235	CNAG_05235-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05236	CNAG_05236-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05237	CNAG_05237-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05238	CNAG_05238-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05238	CNAG_05238-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05239	CNAG_05239-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05240	CNAG_05240-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05241	CNAG_05241-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05242	CNAG_05242-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006357	regulation of transcription from RNA polymerase II promoter	
CNAG_05243	CNAG_05243-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0005975	carbohydrate metabolic process	
CNAG_05244	CNAG_05244-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05245	CNAG_05245-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05246	CNAG_05246-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05247	CNAG_05247-t26_1	SLC1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152, GO:0008654	metabolic process, phospholipid biosynthetic process	
CNAG_05248	CNAG_05248-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006886, GO:0015031, GO:0016192	intracellular protein transport, protein transport, vesicle-mediated transport	
CNAG_05250	CNAG_05250-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05251	CNAG_05251-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05252	CNAG_05252-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006457	protein folding	
CNAG_05253	CNAG_05253-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05254	CNAG_05254-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_05255	CNAG_05255-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006355, GO:0006351	regulation of transcription, DNA-templated, transcription, DNA-templated	
CNAG_05256	CNAG_05256-t26_1	CAT2	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114, GO:0006979	oxidation-reduction process, response to oxidative stress	
CNAG_05258	CNAG_05258-t26_1	SMG1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006066, GO:0055114	alcohol metabolic process, oxidation-reduction process	
CNAG_05259	CNAG_05259-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05259	CNAG_05259-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05260	CNAG_05260-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0019752, GO:0006536	carboxylic acid metabolic process, glutamate metabolic process	
CNAG_05261	CNAG_05261-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05262	CNAG_05262-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05263	CNAG_05263-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05264	CNAG_05264-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0016052, GO:0005975	carbohydrate catabolic process, carbohydrate metabolic process	
CNAG_05264	CNAG_05264-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0016052, GO:0005975	carbohydrate catabolic process, carbohydrate metabolic process	
CNAG_05265	CNAG_05265-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05266	CNAG_05266-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05266	CNAG_05266-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05267	CNAG_05267-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05268	CNAG_05268-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05269	CNAG_05269-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0051603, GO:0006511	proteolysis involved in cellular protein catabolic process, ubiquitin-dependent protein catabolic process	
CNAG_05270	CNAG_05270-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0009451, GO:0001522	RNA modification, pseudouridine synthesis	
CNAG_05271	CNAG_05271-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006367	transcription initiation from RNA polymerase II promoter	
CNAG_05272	CNAG_05272-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05272	CNAG_05272-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05273	CNAG_05273-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_05273	CNAG_05273-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_05274	CNAG_05274-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006468	protein phosphorylation	
CNAG_05276	CNAG_05276-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05277	CNAG_05277-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0016192	vesicle-mediated transport	
CNAG_05277	CNAG_05277-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0016192	vesicle-mediated transport	
CNAG_05278	CNAG_05278-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05278	CNAG_05278-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05279	CNAG_05279-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05280	CNAG_05280-t26_1	FBP1	mating, meiotic cell cycle, pathogenesis, response to nitrite, response to sodium dodecyl sulfate, sporulation	GO:0007618, GO:0051321, GO:0009405, GO:0080033, GO:0072706, GO:0043934	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05281	CNAG_05281-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05281	CNAG_05281-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05282	CNAG_05282-t26_1	APT4	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006812, GO:0015914	cation transport, phospholipid transport	
CNAG_05283	CNAG_05283-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05284	CNAG_05284-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05285	CNAG_05285-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05286	CNAG_05286-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05286	CNAG_05286-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05287	CNAG_05287-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05288	CNAG_05288-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0000077, GO:0006281	DNA damage checkpoint, DNA repair	
CNAG_05288	CNAG_05288-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0000077, GO:0006281	DNA damage checkpoint, DNA repair	
CNAG_05289	CNAG_05289-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05290	CNAG_05290-t26_1	SPT3	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006366	transcription from RNA polymerase II promoter	
CNAG_05291	CNAG_05291-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05292	CNAG_05292-t26_1	TPS1	capsule organization, carbon utilization, fungal-type cell wall organization, melanin biosynthetic process, pathogenesis, response to caffeine, response to oxidative stress	GO:0045230, GO:0015976, GO:0031505, GO:0042438, GO:0009405, GO:0031000, GO:0006979	N/A	C. neoformans var. grubii H99	GO:0005992	trehalose biosynthetic process	
CNAG_05293	CNAG_05293-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05294	CNAG_05294-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05295	CNAG_05295-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05296	CNAG_05296-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05297	CNAG_05297-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006811, GO:0055085	ion transport, transmembrane transport	
CNAG_05298	CNAG_05298-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05298	CNAG_05298-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05299	CNAG_05299-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_05300	CNAG_05300-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05301	CNAG_05301-t26_1	CRN1	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0046080	dUTP metabolic process	
CNAG_05302	CNAG_05302-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05303	CNAG_05303-t26_1	ICL1	carbon utilization	GO:0015976	N/A	C. neoformans var. grubii H99	GO:0019752	carboxylic acid metabolic process	
CNAG_05304	CNAG_05304-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05304	CNAG_05304-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05304	CNAG_05304-t26_3	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05305	CNAG_05305-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0006508	proteolysis	
CNAG_05306	CNAG_05306-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05307	CNAG_05307-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05308	CNAG_05308-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05308	CNAG_05308-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05309	CNAG_05309-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05310	CNAG_05310-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05311	CNAG_05311-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05311	CNAG_05311-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05312	CNAG_05312-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05313	CNAG_05313-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05313	CNAG_05313-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05313	CNAG_05313-t26_3	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05313	CNAG_05313-t26_4	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05313	CNAG_05313-t26_5	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05314	CNAG_05314-t26_1	GLO3	response to drug	GO:0042493	N/A	C. neoformans var. grubii H99	GO:0043087	regulation of GTPase activity	
CNAG_05315	CNAG_05315-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_05316	CNAG_05316-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0019310, GO:0055114	inositol catabolic process, oxidation-reduction process	
CNAG_05317	CNAG_05317-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05318	CNAG_05318-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055114	oxidation-reduction process	
CNAG_05319	CNAG_05319-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05320	CNAG_05320-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152, GO:0055114	metabolic process, oxidation-reduction process	
CNAG_05321	CNAG_05321-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152, GO:0055114	metabolic process, oxidation-reduction process	
CNAG_05321	CNAG_05321-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152, GO:0055114	metabolic process, oxidation-reduction process	
CNAG_05324	CNAG_05324-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_05325	CNAG_05325-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05326	CNAG_05326-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05327	CNAG_05327-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05329	CNAG_05329-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152, GO:0055114	metabolic process, oxidation-reduction process	
CNAG_05329	CNAG_05329-t26_2	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0008152, GO:0055114	metabolic process, oxidation-reduction process	
CNAG_05330	CNAG_05330-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
CNAG_05331	CNAG_05331-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	N/A	N/A	
CNAG_05332	CNAG_05332-t26_1	N/A	N/A	N/A	N/A	C. neoformans var. grubii H99	GO:0055085	transmembrane transport	
